Begrotingsjaar,VUO,HoofdstukRomeins,Hoofdstuknaam,Artikelnummer,Artikelnaam,StandOWB,StandO1,StandSBS,StandO2,Realisatie
2019,V,X,Defensie,4,Taakuitvoering Luchtstrijdkrachten,799984,811638,0,1340031,967155
2019,O,X,Defensie,5,Taakuitvoering Koninklijke Marechaussee,4587,4587,0,12216,12478
2019,U,X,Defensie,5,Taakuitvoering Koninklijke Marechaussee,405344,421831,0,459766,460387
2019,V,X,Defensie,5,Taakuitvoering Koninklijke Marechaussee,405344,421831,0,466766,459737
2019,O,X,Defensie,6,Investeringen Krijgsmacht,123056,124556,0,127006,110797
2019,U,X,Defensie,6,Investeringen Krijgsmacht,2839964,2859237,0,2680636,2523053
2019,V,X,Defensie,6,Investeringen Krijgsmacht,5115563,5134836,0,5485943,4266773
2019,O,X,Defensie,7,Ondersteuning krijgsmacht door Defensie Materieel Org,32406,43970,0,78970,80177
2019,U,X,Defensie,7,Ondersteuning krijgsmacht door Defensie Materieel Org,932220,929905,0,1048992,1071290
2019,V,X,Defensie,7,Ondersteuning krijgsmacht door Defensie Materieel Org,932220,929905,0,1231700,1156092
2019,O,X,Defensie,8,Ondersteuning krijgsmacht door Cdo Dienstencentra,80988,80988,0,80988,89784
2019,U,X,Defensie,8,Ondersteuning krijgsmacht door Cdo Dienstencentra,1279776,1330959,0,1400549,1393756
2019,V,X,Defensie,8,Ondersteuning krijgsmacht door Cdo Dienstencentra,1279776,1330959,0,1456000,1401191
2019,O,X,Defensie,9,Algemeen,0,0,0,825,893
2019,U,X,Defensie,9,Algemeen,105779,107917,0,108268,93785
2019,V,X,Defensie,9,Algemeen,105779,107917,0,108268,103992
2019,O,X,Defensie,10,Centraal apparaat,25045,25792,0,13249,13362
2019,U,X,Defensie,10,Centraal apparaat,1626034,1610421,0,1683383,1675816
2019,V,X,Defensie,10,Centraal apparaat,1626034,1610421,0,1683383,1682781
2019,U,X,Defensie,11,Geheime uitgaven,7586,8664,0,16674,14617
2019,V,X,Defensie,11,Geheime uitgaven,7586,8664,0,16674,14617
2019,U,X,Defensie,12,Nominaal en onvoorzien,11494,319808,0,0,0
2019,V,X,Defensie,12,Nominaal en onvoorzien,11494,319808,0,0,0
2019,O,XII,Infrastructuur en Waterstaat,11,Integraal waterbeleid,0,12465,0,12465,12050
2019,U,XII,Infrastructuur en Waterstaat,11,Integraal waterbeleid,45362,54519,0,52768,48421
2019,V,XII,Infrastructuur en Waterstaat,11,Integraal waterbeleid,30755,44213,0,42763,41220
2019,O,XII,Infrastructuur en Waterstaat,13,Bodem en ondergrond,4450,4450,0,3221,3202
2019,U,XII,Infrastructuur en Waterstaat,13,Bodem en ondergrond,41436,40660,0,34054,34025
2019,V,XII,Infrastructuur en Waterstaat,13,Bodem en ondergrond,26820,31869,0,33185,25560
2019,O,XII,Infrastructuur en Waterstaat,14,Wegen en verkeersveiligheid,6782,7004,0,5862,4041
2019,U,XII,Infrastructuur en Waterstaat,14,Wegen en verkeersveiligheid,49917,115160,0,117345,98715
2019,V,XII,Infrastructuur en Waterstaat,14,Wegen en verkeersveiligheid,33587,100572,0,135651,126324
2019,O,XII,Infrastructuur en Waterstaat,16,Openbaar vervoer en spoor,0,750,0,750,249
2019,U,XII,Infrastructuur en Waterstaat,16,Openbaar vervoer en spoor,13157,33785,0,30571,31659
2019,V,XII,Infrastructuur en Waterstaat,16,Openbaar vervoer en spoor,11497,32631,0,32517,30714
2019,O,XII,Infrastructuur en Waterstaat,17,Luchtvaart,1365,1225,0,1487,1631
2019,U,XII,Infrastructuur en Waterstaat,17,Luchtvaart,27329,31122,0,29619,28695
2019,V,XII,Infrastructuur en Waterstaat,17,Luchtvaart,40424,51149,0,39345,37066
2019,O,XII,Infrastructuur en Waterstaat,18,Scheepvaart en havens,0,0,0,457,427
2019,U,XII,Infrastructuur en Waterstaat,18,Scheepvaart en havens,38555,38777,0,57866,57139
2019,V,XII,Infrastructuur en Waterstaat,18,Scheepvaart en havens,6070,30934,0,35823,35641
2019,O,XII,Infrastructuur en Waterstaat,19,Klimaat,0,3500,0,6933,5780
2019,U,XII,Infrastructuur en Waterstaat,19,Klimaat,46164,53261,0,57297,55891
2019,V,XII,Infrastructuur en Waterstaat,19,Klimaat,44302,50634,0,55620,54909
2019,O,XII,Infrastructuur en Waterstaat,20,Lucht en geluid,0,0,0,893,2136
2019,U,XII,Infrastructuur en Waterstaat,20,Lucht en geluid,27603,26684,0,36517,36862
2019,V,XII,Infrastructuur en Waterstaat,20,Lucht en geluid,24825,23606,0,41504,32038
2019,O,XII,Infrastructuur en Waterstaat,21,Duurzaamheid,0,0,0,142,171
2019,U,XII,Infrastructuur en Waterstaat,21,Duurzaamheid,27462,39951,0,32840,29867
2019,V,XII,Infrastructuur en Waterstaat,21,Duurzaamheid,27673,40383,0,75186,74157
2019,O,XII,Infrastructuur en Waterstaat,22,Omgevingsveiligheid en milieurisico's,250,250,0,250,1
2019,U,XII,Infrastructuur en Waterstaat,22,Omgevingsveiligheid en milieurisico's,33802,32150,0,31066,30339
2019,V,XII,Infrastructuur en Waterstaat,22,Omgevingsveiligheid en milieurisico's,29349,25430,0,25456,21788
2019,U,XII,Infrastructuur en Waterstaat,23,"Meteorologie, seismologie en aardobservatie",52786,52786,0,55319,55242
2019,V,XII,Infrastructuur en Waterstaat,23,"Meteorologie, seismologie en aardobservatie",53728,53728,0,56261,55852
2019,U,XII,Infrastructuur en Waterstaat,24,Handhaving en toezicht,108072,118072,0,134798,134798
2019,V,XII,Infrastructuur en Waterstaat,24,Handhaving en toezicht,108072,118072,0,134798,134798
2019,U,XII,Infrastructuur en Waterstaat,25,Bijdrage BDU,899965,932721,0,955609,955610
2019,V,XII,Infrastructuur en Waterstaat,25,Bijdrage BDU,898544,898466,0,946517,952739
2019,U,XII,Infrastructuur en Waterstaat,26,Bijdrage investeringsfondsen,7795954,7466828,0,6009398,6010410
2019,V,XII,Infrastructuur en Waterstaat,26,Bijdrage investeringsfondsen,7795954,7466828,0,6006323,6010410
2019,O,XII,Infrastructuur en Waterstaat,97,Algemeen departement,1101,1901,0,2049,944
2019,U,XII,Infrastructuur en Waterstaat,97,Algemeen departement,62073,91226,0,99041,79742
2019,V,XII,Infrastructuur en Waterstaat,97,Algemeen departement,50214,71376,0,139492,142070
2019,O,XII,Infrastructuur en Waterstaat,98,Apparaatsuitgaven Kerndepartement,5430,12081,0,18801,21274
2019,U,XII,Infrastructuur en Waterstaat,98,Apparaatsuitgaven Kerndepartement,299115,312463,0,328995,317541
2019,V,XII,Infrastructuur en Waterstaat,98,Apparaatsuitgaven Kerndepartement,293059,299707,0,318751,329738
2019,U,XII,Infrastructuur en Waterstaat,99,Nog onverdeeld,-15992,195734,0,0,0
2019,V,XII,Infrastructuur en Waterstaat,99,Nog onverdeeld,-15973,195753,0,0,0
2019,O,XIII,Economische Zaken en Klimaat,1,Goed functionerende economie en markten,31062,31934,0,7708,19559
2019,U,XIII,Economische Zaken en Klimaat,1,Goed functionerende economie en markten,196389,200660,0,251836,251492
2019,V,XIII,Economische Zaken en Klimaat,1,Goed functionerende economie en markten,197060,209709,0,267035,265347
2019,O,XIII,Economische Zaken en Klimaat,2,Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame ,113157,124490,0,119791,121961
2019,U,XIII,Economische Zaken en Klimaat,2,Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame ,889968,992506,0,923486,913165
2019,V,XIII,Economische Zaken en Klimaat,2,Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame ,2087514,2218964,0,2233663,1745131
2019,O,XIII,Economische Zaken en Klimaat,3,Toekomstfonds,28500,28500,0,34062,33448
2019,U,XIII,Economische Zaken en Klimaat,3,Toekomstfonds,181977,263498,0,263700,124308
2019,V,XIII,Economische Zaken en Klimaat,3,Toekomstfonds,149275,234408,0,228717,132206
2019,O,XIII,Economische Zaken en Klimaat,4,Een doelmatige en duurzame energievoorziening,2232211,2491035,0,2433099,2390399
2019,U,XIII,Economische Zaken en Klimaat,4,Een doelmatige en duurzame energievoorziening,2799175,2985450,0,2960256,2925027
2019,V,XIII,Economische Zaken en Klimaat,4,Een doelmatige en duurzame energievoorziening,10605329,10788247,0,11809095,10752857
2019,O,XIII,Economische Zaken en Klimaat,5,Een veilig Groningen met perspectief,1749491,1720797,0,1105110,862757
2019,U,XIII,Economische Zaken en Klimaat,5,Een veilig Groningen met perspectief,140471,247393,0,833081,825005
2019,V,XIII,Economische Zaken en Klimaat,5,Een veilig Groningen met perspectief,140111,247033,0,833081,834537
2019,O,XIII,Economische Zaken en Klimaat,6,"Een concurr., duurz.en veilige agro-, viss.- en voedeselket.",0,0,0,0,0
2019,U,XIII,Economische Zaken en Klimaat,6,"Een concurr., duurz.en veilige agro-, viss.- en voedeselket.",0,0,0,0,0
2019,V,XIII,Economische Zaken en Klimaat,6,"Een concurr., duurz.en veilige agro-, viss.- en voedeselket.",0,0,0,0,0
2019,O,XIII,Economische Zaken en Klimaat,8,Natuur en biodiversiteit,0,0,0,0,0
2019,U,XIII,Economische Zaken en Klimaat,8,Natuur en biodiversiteit,0,0,0,0,0
2019,V,XIII,Economische Zaken en Klimaat,8,Natuur en biodiversiteit,0,0,0,0,0
2019,O,XIII,Economische Zaken en Klimaat,40,Apparaat (EZK),25426,25426,0,24971,26426
2019,U,XIII,Economische Zaken en Klimaat,40,Apparaat (EZK),278382,287971,0,309088,298069
2019,V,XIII,Economische Zaken en Klimaat,40,Apparaat (EZK),278382,287971,0,309088,298069
2019,U,XIII,Economische Zaken en Klimaat,41,Nog onverdeeld (EZK),0,46951,0,0,0
2019,V,XIII,Economische Zaken en Klimaat,41,Nog onverdeeld (EZK),0,46951,0,0,0
2019,O,XIII,Economische Zaken en Klimaat,42,Apparaat (LNV),0,0,0,0,0
2019,U,XIII,Economische Zaken en Klimaat,42,Apparaat (LNV),0,0,0,0,0
2019,V,XIII,Economische Zaken en Klimaat,42,Apparaat (LNV),0,0,0,0,0
2019,U,XIII,Economische Zaken en Klimaat,43,Nog onverdeeld (LNV),0,0,0,0,0
2019,V,XIII,Economische Zaken en Klimaat,43,Nog onverdeeld (LNV),0,0,0,0,0
2019,O,XIV,"Landbouw, Natuur en Voedselkwaliteit",11,"Concurrerende, duurzame, veilige agro-, visserij- en voedsel",39950,55904,0,77711,78112
2019,U,XIV,"Landbouw, Natuur en Voedselkwaliteit",11,"Concurrerende, duurzame, veilige agro-, visserij- en voedsel",622720,762311,0,755165,745627
2019,V,XIV,"Landbouw, Natuur en Voedselkwaliteit",11,"Concurrerende, duurzame, veilige agro-, visserij- en voedsel",721694,859622,0,820802,810906
2019,O,XIV,"Landbouw, Natuur en Voedselkwaliteit",12,Natuur en biodiversiteit,45861,46660,0,42539,44249
2019,U,XIV,"Landbouw, Natuur en Voedselkwaliteit",12,Natuur en biodiversiteit,119510,122818,0,649971,649716
2019,V,XIV,"Landbouw, Natuur en Voedselkwaliteit",12,Natuur en biodiversiteit,105364,110333,0,636919,697136
2019,O,XIV,"Landbouw, Natuur en Voedselkwaliteit",50,Apparaat,2786,2786,0,2786,1703
2019,U,XIV,"Landbouw, Natuur en Voedselkwaliteit",50,Apparaat,108907,123940,0,143898,138841
2019,V,XIV,"Landbouw, Natuur en Voedselkwaliteit",50,Apparaat,108907,123940,0,143898,138841
2019,U,XIV,"Landbouw, Natuur en Voedselkwaliteit",51,Nog onverdeeld,31204,57559,0,0,0
2019,V,XIV,"Landbouw, Natuur en Voedselkwaliteit",51,Nog onverdeeld,31204,57559,0,0,0
2019,O,XV,Sociale Zaken en Werkgelegenheid,1,Arbeidsmarkt,24000,17000,0,13000,10904
2019,U,XV,Sociale Zaken en Werkgelegenheid,1,Arbeidsmarkt,949968,811926,0,819822,813555
2019,V,XV,Sociale Zaken en Werkgelegenheid,1,Arbeidsmarkt,949905,813335,0,821531,816502
2019,O,XV,Sociale Zaken en Werkgelegenheid,2,"Bijstand, Participatiewet en Toeslagenwet",2572,12121,0,27224,28393
2019,U,XV,Sociale Zaken en Werkgelegenheid,2,"Bijstand, Participatiewet en Toeslagenwet",7079146,6866853,0,6939361,6927241
2019,V,XV,Sociale Zaken en Werkgelegenheid,2,"Bijstand, Participatiewet en Toeslagenwet",7037743,6833911,0,6922644,6898061
2019,U,XV,Sociale Zaken en Werkgelegenheid,3,Arbeidsongeschiktheid,799,839,0,1155,943
2019,V,XV,Sociale Zaken en Werkgelegenheid,3,Arbeidsongeschiktheid,799,839,0,1155,943
2019,O,XV,Sociale Zaken en Werkgelegenheid,4,Jonggehandicapten,0,22211,0,24026,24026
2019,U,XV,Sociale Zaken en Werkgelegenheid,4,Jonggehandicapten,3359378,3275109,0,3335534,3329000
2019,V,XV,Sociale Zaken en Werkgelegenheid,4,Jonggehandicapten,3359378,3275109,0,3335534,3329000
2019,O,XV,Sociale Zaken en Werkgelegenheid,5,Werkloosheid,0,8410,0,10772,10789
2019,U,XV,Sociale Zaken en Werkgelegenheid,5,Werkloosheid,157104,124190,0,127382,124430
2019,V,XV,Sociale Zaken en Werkgelegenheid,5,Werkloosheid,155993,125579,0,128891,126669
2019,U,XV,Sociale Zaken en Werkgelegenheid,6,Ziekte en zwangerschap,7527,11983,0,7921,7652
2019,V,XV,Sociale Zaken en Werkgelegenheid,6,Ziekte en zwangerschap,7427,12083,0,8164,7895
2019,O,XV,Sociale Zaken en Werkgelegenheid,7,Kinderopvang,1580594,1537772,0,1555533,1522517
2019,U,XV,Sociale Zaken en Werkgelegenheid,7,Kinderopvang,3286740,3249545,0,3368931,3366184
2019,V,XV,Sociale Zaken en Werkgelegenheid,7,Kinderopvang,3286740,3249545,0,3368931,3366289
2019,U,XV,Sociale Zaken en Werkgelegenheid,8,Oudedagsvoorziening,26057,24734,0,25208,25215
2019,V,XV,Sociale Zaken en Werkgelegenheid,8,Oudedagsvoorziening,26057,24734,0,25208,25215
2019,U,XV,Sociale Zaken en Werkgelegenheid,9,Nabestaanden,1197,1110,0,1137,1194
2019,V,XV,Sociale Zaken en Werkgelegenheid,9,Nabestaanden,1197,1110,0,1137,1194
2019,O,XV,Sociale Zaken en Werkgelegenheid,10,Tegemoetkoming ouders,223329,215501,0,208760,191310
2019,U,XV,Sociale Zaken en Werkgelegenheid,10,Tegemoetkoming ouders,5721498,5956594,0,5934876,5936534
2019,V,XV,Sociale Zaken en Werkgelegenheid,10,Tegemoetkoming ouders,5721498,5956594,0,5934876,5936534
2019,O,XV,Sociale Zaken en Werkgelegenheid,11,Uitvoeringskosten,0,21700,0,52208,52252
2019,U,XV,Sociale Zaken en Werkgelegenheid,11,Uitvoeringskosten,448044,497958,0,510600,519222
2019,V,XV,Sociale Zaken en Werkgelegenheid,11,Uitvoeringskosten,448044,497958,0,510600,519087
2019,O,XV,Sociale Zaken en Werkgelegenheid,12,Rijksbijdragen,0,0,0,8410,8410
2019,U,XV,Sociale Zaken en Werkgelegenheid,12,Rijksbijdragen,14245954,17358728,0,17425095,17426873
2019,V,XV,Sociale Zaken en Werkgelegenheid,12,Rijksbijdragen,14245954,17358728,0,17425095,17426873
2019,O,XV,Sociale Zaken en Werkgelegenheid,13,Integratie en maatschappelijke samenhang,1000,1000,0,1204,4218
2019,U,XV,Sociale Zaken en Werkgelegenheid,13,Integratie en maatschappelijke samenhang,312024,276266,0,241787,220838
2019,V,XV,Sociale Zaken en Werkgelegenheid,13,Integratie en maatschappelijke samenhang,311004,275246,0,240767,221009
2019,O,XV,Sociale Zaken en Werkgelegenheid,96,Apparaat,39067,44109,0,44592,41730
2019,U,XV,Sociale Zaken en Werkgelegenheid,96,Apparaat,332063,343303,0,365614,351632
2019,V,XV,Sociale Zaken en Werkgelegenheid,96,Apparaat,332063,343303,0,365614,353723
2019,O,XV,Sociale Zaken en Werkgelegenheid,98,Algemeen,387,387,0,1129,1632
2019,U,XV,Sociale Zaken en Werkgelegenheid,98,Algemeen,34771,34238,0,33316,25081
2019,V,XV,Sociale Zaken en Werkgelegenheid,98,Algemeen,39461,38173,0,40347,33528
2019,U,XV,Sociale Zaken en Werkgelegenheid,99,Nominaal en onvoorzien,173579,133955,0,8778,0
2019,V,XV,Sociale Zaken en Werkgelegenheid,99,Nominaal en onvoorzien,173579,136944,0,11767,0
2019,O,XVI,"Volksgezondheid, Welzijn en Sport",1,Volksgezondheid,11903,11903,0,20803,23488
2019,U,XVI,"Volksgezondheid, Welzijn en Sport",1,Volksgezondheid,730754,775994,0,760915,753343
2019,V,XVI,"Volksgezondheid, Welzijn en Sport",1,Volksgezondheid,681398,769279,0,848945,868726
2019,O,XVI,"Volksgezondheid, Welzijn en Sport",2,Curatieve zorg,1053,7053,0,6852,6158
2019,U,XVI,"Volksgezondheid, Welzijn en Sport",2,Curatieve zorg,3177587,3166508,0,3123329,3112270
2019,V,XVI,"Volksgezondheid, Welzijn en Sport",2,Curatieve zorg,3152861,3145113,0,3280318,3157586
2019,O,XVI,"Volksgezondheid, Welzijn en Sport",3,Langdurige zorg en ondersteuning,3441,5691,0,11811,9577
2019,U,XVI,"Volksgezondheid, Welzijn en Sport",3,Langdurige zorg en ondersteuning,5165018,6081144,0,6129388,6110787
2019,V,XVI,"Volksgezondheid, Welzijn en Sport",3,Langdurige zorg en ondersteuning,5240778,5066957,0,5141233,8287933
2019,O,XVI,"Volksgezondheid, Welzijn en Sport",4,Zorgbreed beleid,58660,63250,0,76390,76293
2019,U,XVI,"Volksgezondheid, Welzijn en Sport",4,Zorgbreed beleid,1211761,1223286,0,1362871,1348386
2019,V,XVI,"Volksgezondheid, Welzijn en Sport",4,Zorgbreed beleid,975548,904493,0,1668717,1885695
2019,O,XVI,"Volksgezondheid, Welzijn en Sport",5,Jeugd,4508,4508,0,4508,4650
2019,U,XVI,"Volksgezondheid, Welzijn en Sport",5,Jeugd,101104,156290,0,100099,90989
2019,V,XVI,"Volksgezondheid, Welzijn en Sport",5,Jeugd,101104,156290,0,100099,110659
2019,O,XVI,"Volksgezondheid, Welzijn en Sport",6,Sport en bewegen,740,740,0,740,657
2019,U,XVI,"Volksgezondheid, Welzijn en Sport",6,Sport en bewegen,409498,341709,0,354385,324146
2019,V,XVI,"Volksgezondheid, Welzijn en Sport",6,Sport en bewegen,408968,331399,0,369419,364819
2019,O,XVI,"Volksgezondheid, Welzijn en Sport",7,Oorlogsgetroffenen en Herinneringen Tweede Wereldoorlog,901,901,0,901,4643
2019,U,XVI,"Volksgezondheid, Welzijn en Sport",7,Oorlogsgetroffenen en Herinneringen Tweede Wereldoorlog,260760,266846,0,257551,257533
2019,V,XVI,"Volksgezondheid, Welzijn en Sport",7,Oorlogsgetroffenen en Herinneringen Tweede Wereldoorlog,260435,29327,0,40132,252093
2019,O,XVI,"Volksgezondheid, Welzijn en Sport",8,Tegemoetkoming specifieke kosten,0,0,0,0,594940
2019,U,XVI,"Volksgezondheid, Welzijn en Sport",8,Tegemoetkoming specifieke kosten,5051849,4931249,0,4936649,5582755
2019,V,XVI,"Volksgezondheid, Welzijn en Sport",8,Tegemoetkoming specifieke kosten,5051849,4931249,0,4936649,5582755
2019,O,XVI,"Volksgezondheid, Welzijn en Sport",9,Algemeen,0,0,0,0,11534
2019,U,XVI,"Volksgezondheid, Welzijn en Sport",9,Algemeen,25589,43464,0,38563,34920
2019,V,XVI,"Volksgezondheid, Welzijn en Sport",9,Algemeen,25589,43464,0,51225,76454
2019,O,XVI,"Volksgezondheid, Welzijn en Sport",10,Apparaatsuitgaven,6357,40227,0,44868,17108
2019,U,XVI,"Volksgezondheid, Welzijn en Sport",10,Apparaatsuitgaven,311042,390820,0,425966,398874
2019,V,XVI,"Volksgezondheid, Welzijn en Sport",10,Apparaatsuitgaven,310823,377000,0,415001,401090
2019,U,XVI,"Volksgezondheid, Welzijn en Sport",11,Nominaal en Onvoorzien,-31169,70262,0,0,0
2019,V,XVI,"Volksgezondheid, Welzijn en Sport",11,Nominaal en Onvoorzien,-31169,70262,0,0,0
2019,O,XVII,Buitenlandse Handel en Ontwikkelingssamenwerking,41,"Duurzame economische ontwikkeling,handel en investeringen",6491,6491,0,6491,8809
2019,U,XVII,Buitenlandse Handel en Ontwikkelingssamenwerking,41,"Duurzame economische ontwikkeling,handel en investeringen",524289,556726,0,526830,515698
2019,V,XVII,Buitenlandse Handel en Ontwikkelingssamenwerking,41,"Duurzame economische ontwikkeling,handel en investeringen",402767,575177,0,797361,899483
2019,U,XVII,Buitenlandse Handel en Ontwikkelingssamenwerking,42,"Duurzame ontwikkeling, voedselzekerheid en water",723477,730477,0,729618,723347
2019,V,XVII,Buitenlandse Handel en Ontwikkelingssamenwerking,42,"Duurzame ontwikkeling, voedselzekerheid en water",454310,942976,0,1135527,833191
2019,U,XVII,Buitenlandse Handel en Ontwikkelingssamenwerking,43,Sociale vooruitgang,767093,798798,0,794540,780599
2019,V,XVII,Buitenlandse Handel en Ontwikkelingssamenwerking,43,Sociale vooruitgang,347113,743087,0,708089,675971
2019,U,XVII,Buitenlandse Handel en Ontwikkelingssamenwerking,44,Vrede en veiligheid voor ontwikkeling,777260,790260,0,785360,771565
2019,V,XVII,Buitenlandse Handel en Ontwikkelingssamenwerking,44,Vrede en veiligheid voor ontwikkeling,621118,1111042,0,1628622,1466524
2019,O,XVII,Buitenlandse Handel en Ontwikkelingssamenwerking,45,Multilaterale samenwerking en overige inzet,73201,73201,0,73201,50293
2019,U,XVII,Buitenlandse Handel en Ontwikkelingssamenwerking,45,Multilaterale samenwerking en overige inzet,304005,126587,0,193560,255594
2019,V,XVII,Buitenlandse Handel en Ontwikkelingssamenwerking,45,Multilaterale samenwerking en overige inzet,95957,336657,0,349702,168359
2020,O,A,Infrastructuurfonds,12,Hoofdwegennet,116173,112630,0,110013,92137
2020,U,A,Infrastructuurfonds,12,Hoofdwegennet,2762695,2580732,0,2856543,2791219
2020,V,A,Infrastructuurfonds,12,Hoofdwegennet,3037025,4140492,0,3908492,3088561
2020,O,A,Infrastructuurfonds,13,Spoorwegen,181758,228508,0,245926,234471
2020,U,A,Infrastructuurfonds,13,Spoorwegen,2078808,1831732,0,2093344,2048323
2020,V,A,Infrastructuurfonds,13,Spoorwegen,1880706,1730429,0,2164593,1940505
2020,O,A,Infrastructuurfonds,14,"Regionaal, lokale infra",0,46,0,46,0
2020,U,A,Infrastructuurfonds,14,"Regionaal, lokale infra",181250,147191,0,92369,87247
2020,V,A,Infrastructuurfonds,14,"Regionaal, lokale infra",48264,47862,0,35421,29189
2020,O,A,Infrastructuurfonds,15,Hoofdvaarwegennet,154888,135474,0,108009,112206
2020,U,A,Infrastructuurfonds,15,Hoofdvaarwegennet,994399,1027258,0,1049203,1042935
2020,V,A,Infrastructuurfonds,15,Hoofdvaarwegennet,973825,1152754,0,1120465,1034388
2020,O,A,Infrastructuurfonds,17,Megaprojecten Verkeer en Vervoer,46141,34402,0,72583,68895
2020,U,A,Infrastructuurfonds,17,Megaprojecten Verkeer en Vervoer,451893,314157,0,391447,401044
2020,V,A,Infrastructuurfonds,17,Megaprojecten Verkeer en Vervoer,921616,857941,0,409092,376259
2020,O,A,Infrastructuurfonds,18,Overige uitgaven en ontvangsten,0,74526,0,74526,74523
2020,U,A,Infrastructuurfonds,18,Overige uitgaven en ontvangsten,2287,45008,0,2200,680
2020,V,A,Infrastructuurfonds,18,Overige uitgaven en ontvangsten,2422,45106,0,2200,672
2020,O,A,Infrastructuurfonds,19,Bijdrage andere begrotingen Rijk,6046994,5516570,0,5533091,5509351
2020,U,A,Infrastructuurfonds,20,"Verkenningen, reserveringen en investeringsruimte",74622,156078,0,0,0
2020,V,A,Infrastructuurfonds,20,"Verkenningen, reserveringen en investeringsruimte",75215,156412,0,333,0
2020,U,B,Gemeentefonds,1,Gemeentefonds,31826405,33151951,0,33582549,33436400
2020,V,B,Gemeentefonds,1,Gemeentefonds,31826405,33065583,0,33496181,33482207
2020,U,C,Provinciefonds,1,Provinciefonds,2480413,2556850,0,2602960,2602954
2020,V,C,Provinciefonds,1,Provinciefonds,2480413,2524766,0,2570876,2570874
2020,O,F,Diergezondheidsfonds,1,Bewaking en bestrijding van dierziekten,36357,104712,0,144375,142911
2020,U,F,Diergezondheidsfonds,1,Bewaking en bestrijding van dierziekten,36357,72194,0,114462,93698
2020,V,F,Diergezondheidsfonds,1,Bewaking en bestrijding van dierziekten,36357,72194,0,114462,93698
2020,U,H,BES-fonds,1,BES-fonds,41875,48833,0,55882,51304
2020,V,H,BES-fonds,1,BES-fonds,41875,48833,0,55882,51304
2020,U,I,De Koning,1,Grondwettelijke uitkering aan de leden van het Koninklijk Huis,8503,8503,0,8503,8583
2020,V,I,De Koning,1,Grondwettelijke uitkering aan de leden van het Koninklijk Huis,8503,8503,0,8503,8583
2020,U,I,De Koning,2,Functionele uitgaven van de Koning,29635,30470,0,30470,30470
2020,V,I,De Koning,2,Functionele uitgaven van de Koning,29635,30470,0,30470,30470
2020,O,I,De Koning,3,Doorbelaste uitgaven van andere begrotingen,0,52,0,52,53
2020,U,I,De Koning,3,Doorbelaste uitgaven van andere begrotingen,6224,6471,0,6391,6414
2020,V,I,De Koning,3,Doorbelaste uitgaven van andere begrotingen,6224,6471,0,6391,6414
2020,O,IIA,Staten-Generaal,1,Wetgeving en controle Eerste Kamer,140,140,0,140,127
2020,U,IIA,Staten-Generaal,1,Wetgeving en controle Eerste Kamer,13053,17527,0,17480,16848
2020,V,IIA,Staten-Generaal,1,Wetgeving en controle Eerste Kamer,13053,17527,0,17480,18892
2020,O,IIA,Staten-Generaal,2,Uitgaven tbv van (oud) leden Tweede Kamer en leden EP,86,86,0,86,29
2020,U,IIA,Staten-Generaal,2,Uitgaven tbv van (oud) leden Tweede Kamer en leden EP,32396,32396,0,33327,33862
2020,V,IIA,Staten-Generaal,2,Uitgaven tbv van (oud) leden Tweede Kamer en leden EP,32396,32396,0,33327,34411
2020,O,IIA,Staten-Generaal,3,Wetgeving en controle Tweede Kamer,3966,3639,0,3639,3448
2020,U,IIA,Staten-Generaal,3,Wetgeving en controle Tweede Kamer,115178,133957,0,134321,133988
2020,V,IIA,Staten-Generaal,3,Wetgeving en controle Tweede Kamer,115178,133957,0,134321,133027
2020,O,IIA,Staten-Generaal,4,Wetgeving en controle Eerste en Tweede Kamer,23,0,0,0,0
2020,U,IIA,Staten-Generaal,4,Wetgeving en controle Eerste en Tweede Kamer,1508,1508,0,1520,904
2020,V,IIA,Staten-Generaal,4,Wetgeving en controle Eerste en Tweede Kamer,1508,1508,0,1520,904
2020,U,IIA,Staten-Generaal,10,Nog onverdeeld,0,6377,0,0,0
2020,V,IIA,Staten-Generaal,10,Nog onverdeeld,0,6377,0,0,0
2020,O,IIB,"Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",1,Raad van State,1950,1950,0,1300,1280
2020,U,IIB,"Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",1,Raad van State,67034,72368,0,73804,72711
2020,V,IIB,"Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",1,Raad van State,67034,72368,0,73804,78389
2020,O,IIB,"Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",2,Algemene Rekenkamer,1217,1217,0,1217,1136
2020,U,IIB,"Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",2,Algemene Rekenkamer,33140,33390,0,34427,33276
2020,V,IIB,"Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",2,Algemene Rekenkamer,33140,33390,0,34927,32879
2020,O,IIB,"Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",3,De Nationale Ombudsman,2189,2539,0,2779,2817
2020,U,IIB,"Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",3,De Nationale ombudsman,19800,20650,0,21421,20814
