Begrotingsjaar,VUO,HoofdstukRomeins,Hoofdstuknaam,Artikelnummer,Artikelnaam,StandOWB,StandO1,StandSBS,StandO2,Realisatie
2016,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,67,Arbeidszaken overheid,32911,33474,0,32935,23326
2016,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,71,Centraal Apparaat,5925,93672,0,115890,95359
2016,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,71,Centraal Apparaat,254767,388459,0,425960,415748
2016,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,71,Centraal Apparaat,254767,388459,0,425919,414415
2016,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,72,Algemeen,1206,1171,0,1181,871
2016,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,72,Algemeen,1206,1171,0,1181,825
2016,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,73,Nominaal en onvoorzien,0,16775,0,24800,0
2016,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,73,Nominaal en onvoorzien,0,16775,0,24800,0
2016,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,74,VUT-fonds,0,0,0,51007,51007
2016,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,79,tijdelijk voor splitsen ontvangsten,0,0,0,0,0
2016,O,VIII,"Onderwijs, Cultuur en Wetenschap",1,Primair onderwijs,1661,16661,0,28461,32607
2016,U,VIII,"Onderwijs, Cultuur en Wetenschap",1,Primair onderwijs,9957395,9983831,0,10223457,10212473
2016,V,VIII,"Onderwijs, Cultuur en Wetenschap",1,Primair onderwijs,0,9983831,0,10222668,10216767
2016,O,VIII,"Onderwijs, Cultuur en Wetenschap",3,Voortgezet onderwijs,4661,10213,0,10213,7936
2016,U,VIII,"Onderwijs, Cultuur en Wetenschap",3,Voortgezet onderwijs,7574452,7705316,0,7948506,7951000
2016,V,VIII,"Onderwijs, Cultuur en Wetenschap",3,Voortgezet onderwijs,0,7825584,0,8338418,7942036
2016,O,VIII,"Onderwijs, Cultuur en Wetenschap",4,Beroepsonderwijs en volwasseneneducatie,3000,3000,0,3000,3338
2016,U,VIII,"Onderwijs, Cultuur en Wetenschap",4,Beroepsonderwijs en volwasseneneducatie,4064713,4049744,0,4121215,4118176
2016,V,VIII,"Onderwijs, Cultuur en Wetenschap",4,Beroepsonderwijs en volwasseneneducatie,0,4021035,0,4407654,4478441
2016,O,VIII,"Onderwijs, Cultuur en Wetenschap",6,Hoger beroepsonderwijs,1213,1476,0,1476,1903
2016,U,VIII,"Onderwijs, Cultuur en Wetenschap",6,Hoger beroepsonderwijs,2823794,2760132,0,2833388,2833160
2016,V,VIII,"Onderwijs, Cultuur en Wetenschap",6,Hoger beroepsonderwijs,0,2709821,0,2860443,2867843
2016,O,VIII,"Onderwijs, Cultuur en Wetenschap",7,Wetenschappelijk onderwijs,16,16,0,16,2253
2016,U,VIII,"Onderwijs, Cultuur en Wetenschap",7,Wetenschappelijk onderwijs,4160209,4212627,0,4328446,4328205
2016,V,VIII,"Onderwijs, Cultuur en Wetenschap",7,Wetenschappelijk onderwijs,0,4260207,0,4375621,4391850
2016,O,VIII,"Onderwijs, Cultuur en Wetenschap",8,Internationaal onderwijsbeleid,99,99,0,99,1
2016,U,VIII,"Onderwijs, Cultuur en Wetenschap",8,Internationaal onderwijsbeleid,13662,13825,0,13998,12281
2016,V,VIII,"Onderwijs, Cultuur en Wetenschap",8,Internationaal onderwijsbeleid,0,12543,0,13223,11001
2016,O,VIII,"Onderwijs, Cultuur en Wetenschap",9,Arbeidsmarkt en personeelsbeleid,6000,6000,0,6000,12319
2016,U,VIII,"Onderwijs, Cultuur en Wetenschap",9,Arbeidsmarkt en personeelsbeleid,250915,239431,0,221258,208594
2016,V,VIII,"Onderwijs, Cultuur en Wetenschap",9,Arbeidsmarkt en personeelsbeleid,0,238828,0,193967,188280
2016,O,VIII,"Onderwijs, Cultuur en Wetenschap",11,Studiefinanciering,869711,814803,0,786803,795034
2016,U,VIII,"Onderwijs, Cultuur en Wetenschap",11,Studiefinanciering,4953609,5405322,0,5830056,5828062
2016,V,VIII,"Onderwijs, Cultuur en Wetenschap",11,Studiefinanciering,0,5405322,0,5830056,5828062
2016,O,VIII,"Onderwijs, Cultuur en Wetenschap",12,Tegemoetkoming studiekosten,3034,3030,0,3030,2630
2016,U,VIII,"Onderwijs, Cultuur en Wetenschap",12,Tegemoetkoming studiekosten,88307,88174,0,88776,86708
2016,V,VIII,"Onderwijs, Cultuur en Wetenschap",12,Tegemoetkoming studiekosten,0,88174,0,88776,86708
2016,O,VIII,"Onderwijs, Cultuur en Wetenschap",13,Lesgelden,249135,249351,0,249351,248477
2016,U,VIII,"Onderwijs, Cultuur en Wetenschap",13,Lesgelden,7071,7058,0,7136,7198
2016,V,VIII,"Onderwijs, Cultuur en Wetenschap",13,Lesgelden,0,7058,0,7136,7198
2016,O,VIII,"Onderwijs, Cultuur en Wetenschap",14,Cultuur,494,494,0,2254,2421
2016,U,VIII,"Onderwijs, Cultuur en Wetenschap",14,Cultuur,747563,788682,0,798192,795135
2016,V,VIII,"Onderwijs, Cultuur en Wetenschap",14,Cultuur,0,2814654,0,2736516,2072046
2016,O,VIII,"Onderwijs, Cultuur en Wetenschap",15,Media,197500,206500,0,206500,206979
2016,U,VIII,"Onderwijs, Cultuur en Wetenschap",15,Media,1005485,1012819,0,1019107,1019469
2016,V,VIII,"Onderwijs, Cultuur en Wetenschap",15,Media,0,1012488,0,990484,990792
2016,O,VIII,"Onderwijs, Cultuur en Wetenschap",16,Onderzoek en wetenschappen,101,101,0,101,722
2016,U,VIII,"Onderwijs, Cultuur en Wetenschap",16,Onderzoek en wetenschappen,953579,997116,0,1041972,1040139
2016,V,VIII,"Onderwijs, Cultuur en Wetenschap",16,Onderzoek en wetenschappen,0,980627,0,1038375,964085
2016,O,VIII,"Onderwijs, Cultuur en Wetenschap",25,Emancipatie,0,0,0,209,284
2016,U,VIII,"Onderwijs, Cultuur en Wetenschap",25,Emancipatie,13474,13595,0,11844,11614
2016,V,VIII,"Onderwijs, Cultuur en Wetenschap",25,Emancipatie,0,13745,0,13419,13475
2016,U,VIII,"Onderwijs, Cultuur en Wetenschap",91,Nominaal en onvoorzien,0,854188,0,0,0
2016,V,VIII,"Onderwijs, Cultuur en Wetenschap",91,Nominaal en onvoorzien,0,854188,0,0,0
2016,O,VIII,"Onderwijs, Cultuur en Wetenschap",95,Apparaatskosten,567,567,0,567,1467
2016,U,VIII,"Onderwijs, Cultuur en Wetenschap",95,Apparaatskosten,239161,248982,0,237396,243565
2016,V,VIII,"Onderwijs, Cultuur en Wetenschap",95,Apparaatskosten,0,248982,0,237396,243981
2016,O,X,Defensie,1,Opdracht Inzet,26774,16774,0,39502,55395
2016,U,X,Defensie,1,Opdracht Inzet,367889,289601,0,310629,277213
2016,V,X,Defensie,1,Opdracht Inzet,367889,289601,0,310629,739915
2016,O,X,Defensie,2,Taakuitvoering Zeestrijdkrachten,19951,15638,0,15638,15841
2016,U,X,Defensie,2,Taakuitvoering Zeestrijdkrachten,689550,724922,0,735825,743972
2016,V,X,Defensie,2,Taakuitvoering Zeestrijdkrachten,689550,724922,0,735825,720181
2016,O,X,Defensie,3,Taakuitvoering Landstrijdkrachten,20523,19546,0,6046,5769
2016,U,X,Defensie,3,Taakuitvoering Landstrijdkrachten,1137980,1214221,0,1218467,1218579
2016,V,X,Defensie,3,Taakuitvoering Landstrijdkrachten,1137980,1214221,0,1218467,1284664
2016,O,X,Defensie,4,Taakuitvoering Luchtstrijdkrachten,15759,13166,0,13166,12492
2016,U,X,Defensie,4,Taakuitvoering Luchtstrijdkrachten,633799,672895,0,695126,704647
2016,V,X,Defensie,4,Taakuitvoering Luchtstrijdkrachten,633799,672895,0,695126,812993
2016,O,X,Defensie,5,Taakuitvoering Koninklijke Marechaussee,4590,4408,0,5320,7430
2016,U,X,Defensie,5,Taakuitvoering Koninklijke Marechaussee,319517,352554,0,356923,351732
2016,V,X,Defensie,5,Taakuitvoering Koninklijke Marechaussee,319517,352554,0,356923,349505
2016,O,X,Defensie,6,Investeringen Krijgsmacht,77636,77931,0,124297,143242
2016,U,X,Defensie,6,Investeringen Krijgsmacht,1446203,1336799,0,1447744,1304491
2016,V,X,Defensie,6,Investeringen Krijgsmacht,1479879,1749147,0,2181150,2558598
2016,O,X,Defensie,7,Ondersteuning krijgsmacht door Defensie Materieel Org,42933,42909,0,34909,29867
2016,U,X,Defensie,7,Ondersteuning krijgsmacht door Defensie Materieel Org,743894,781912,0,786913,806441
2016,V,X,Defensie,7,Ondersteuning krijgsmacht door Defensie Materieel Org,743894,781912,0,786913,759247
2016,O,X,Defensie,8,Ondersteuning krijgsmacht door Cdo Dienstencentra,53611,63057,0,65647,63665
2016,U,X,Defensie,8,Ondersteuning krijgsmacht door Cdo Dienstencentra,1040571,1166611,0,1144787,1127552
2016,V,X,Defensie,8,Ondersteuning krijgsmacht door Cdo Dienstencentra,1040571,1157811,0,1135987,886300
2016,U,X,Defensie,9,Algemeen,100136,107395,0,109142,107028
2016,V,X,Defensie,9,Algemeen,100136,106495,0,108242,89615
2016,O,X,Defensie,10,Centraal apparaat,6818,6853,0,38049,39017
2016,U,X,Defensie,10,Centraal apparaat,1595554,1588824,0,1614378,1594826
2016,V,X,Defensie,10,Centraal apparaat,1595554,1552124,0,1577678,1595748
2016,U,X,Defensie,11,Geheime uitgaven,5353,5390,0,6556,5939
2016,V,X,Defensie,11,Geheime uitgaven,5353,5390,0,6556,5939
2016,U,X,Defensie,12,Nominaal en onvoorzien,153484,50641,0,0,0
2016,V,X,Defensie,12,Nominaal en onvoorzien,153484,50641,0,0,0
2016,U,X,Defensie,91,Centraal apparaat,0,0,0,0,0
2016,V,X,Defensie,91,Centraal apparaat,0,0,0,0,0
2016,O,XII,Infrastructuur en Milieu,11,Integraal waterbeleid,0,0,0,0,248
2016,U,XII,Infrastructuur en Milieu,11,Integraal waterbeleid,45973,46813,0,47933,48869
2016,V,XII,Infrastructuur en Milieu,11,Integraal waterbeleid,41900,44660,0,50678,54638
2016,U,XII,Infrastructuur en Milieu,12,Waterkwaliteit,0,0,0,0,0
2016,V,XII,Infrastructuur en Milieu,12,Waterkwaliteit,0,0,0,0,0
2016,O,XII,Infrastructuur en Milieu,13,Ruimtelijke Ontwikkeling,934,8824,0,22831,23057
2016,U,XII,Infrastructuur en Milieu,13,Ruimtelijke Ontwikkeling,112233,104559,0,117020,114623
2016,V,XII,Infrastructuur en Milieu,13,Ruimtelijke Ontwikkeling,111358,101243,0,128542,119402
2016,O,XII,Infrastructuur en Milieu,14,Wegen en verkeersveiligheid,6782,6782,0,6067,3149
2016,U,XII,Infrastructuur en Milieu,14,Wegen en verkeersveiligheid,33414,35264,0,34818,34635
2016,V,XII,Infrastructuur en Milieu,14,Wegen en verkeersveiligheid,28702,33727,0,38560,63115
2016,O,XII,Infrastructuur en Milieu,15,OV-keten,0,0,0,6195,6207
2016,U,XII,Infrastructuur en Milieu,15,OV-keten,6135,6376,0,5038,4745
2016,V,XII,Infrastructuur en Milieu,15,OV-keten,5171,6663,0,5899,5566
2016,O,XII,Infrastructuur en Milieu,16,Openbaar vervoer en spoor,0,0,0,0,3
2016,U,XII,Infrastructuur en Milieu,16,Openbaar vervoer en spoor,23996,22388,0,25051,18896
2016,V,XII,Infrastructuur en Milieu,16,Openbaar vervoer en spoor,4573,5283,0,28695,28104
2016,O,XII,Infrastructuur en Milieu,17,Luchtvaart,9311,10312,0,8327,8392
2016,U,XII,Infrastructuur en Milieu,17,Luchtvaart,24985,25537,0,28681,27440
2016,V,XII,Infrastructuur en Milieu,17,Luchtvaart,25355,28047,0,33124,30324
2016,O,XII,Infrastructuur en Milieu,18,Scheepvaart en havens,0,0,0,0,254
2016,U,XII,Infrastructuur en Milieu,18,Scheepvaart en havens,24997,26142,0,23034,22733
2016,V,XII,Infrastructuur en Milieu,18,Scheepvaart en havens,33737,37328,0,22015,21489
2016,O,XII,Infrastructuur en Milieu,19,Klimaat,189000,194900,0,141485,145474
2016,U,XII,Infrastructuur en Milieu,19,Klimaat,57761,70900,0,74940,72006
2016,V,XII,Infrastructuur en Milieu,19,Klimaat,54747,70570,0,77935,71954
2016,O,XII,Infrastructuur en Milieu,20,Lucht en geluid,0,0,0,0,236
2016,U,XII,Infrastructuur en Milieu,20,Lucht en geluid,30983,32607,0,28627,28869
2016,V,XII,Infrastructuur en Milieu,20,Lucht en geluid,25758,30461,0,30581,16205
2016,O,XII,Infrastructuur en Milieu,21,Duurzaamheid,0,0,0,2170,2198
2016,U,XII,Infrastructuur en Milieu,21,Duurzaamheid,23564,18995,0,18091,19059
2016,V,XII,Infrastructuur en Milieu,21,Duurzaamheid,21842,17629,0,18061,18986
2016,O,XII,Infrastructuur en Milieu,22,Omgevingsveiligheid en milieurisico's,928,2057,0,300,272
2016,U,XII,Infrastructuur en Milieu,22,Omgevingsveiligheid en milieurisico's,34012,31674,0,33953,34663
2016,V,XII,Infrastructuur en Milieu,22,Omgevingsveiligheid en milieurisico's,33309,29056,0,54658,55234
2016,U,XII,Infrastructuur en Milieu,23,"Meteorologie, seismologie en aardobservatie",33433,33597,0,36977,36981
2016,V,XII,Infrastructuur en Milieu,23,"Meteorologie, seismologie en aardobservatie",32566,32572,0,35952,35956
2016,U,XII,Infrastructuur en Milieu,24,Handhaving en toezicht,110655,113984,0,118970,118970
2016,V,XII,Infrastructuur en Milieu,24,Handhaving en toezicht,110655,113984,0,118970,118970
2016,U,XII,Infrastructuur en Milieu,25,Bijdrage BDU,852688,881951,0,893936,893936
2016,V,XII,Infrastructuur en Milieu,25,Bijdrage BDU,854242,856991,0,901534,923409
2016,U,XII,Infrastructuur en Milieu,26,Bijdrage investeringsfondsen,6375221,6190868,0,6026299,6026299
2016,V,XII,Infrastructuur en Milieu,26,Bijdrage investeringsfondsen,6375221,6190868,0,6026299,6026299
2016,O,XII,Infrastructuur en Milieu,97,Algemeen departement,1994,1994,0,1101,1259
2016,U,XII,Infrastructuur en Milieu,97,Algemeen departement,45738,48955,0,62129,59524
2016,V,XII,Infrastructuur en Milieu,97,Algemeen departement,44730,47272,0,61786,47952
2016,O,XII,Infrastructuur en Milieu,98,Apparaatsuitgaven Kerndepartement,3530,16546,0,18074,19323
2016,U,XII,Infrastructuur en Milieu,98,Apparaatsuitgaven Kerndepartement,340148,349960,0,334752,328743
2016,V,XII,Infrastructuur en Milieu,98,Apparaatsuitgaven Kerndepartement,332770,337374,0,333469,339812
2016,U,XII,Infrastructuur en Milieu,99,Nominaal en onvoorzien,25,77599,0,67,0
2016,V,XII,Infrastructuur en Milieu,99,Nominaal en onvoorzien,25,77599,0,67,0
2016,O,XIII,Economische Zaken,11,Goed functionerende economie en markten,59934,115034,0,106078,103840
2016,U,XIII,Economische Zaken,11,Goed functionerende economie en markten,184122,185976,0,193877,194204
2016,V,XIII,Economische Zaken,11,Goed functionerende economie en markten,182901,184755,0,192261,193012
2016,O,XIII,Economische Zaken,12,Een sterk innovatievermogen,45449,49624,0,49200,56154
2016,U,XIII,Economische Zaken,12,Een sterk innovatievermogen,528564,531143,0,531846,527689
2016,V,XIII,Economische Zaken,12,Een sterk innovatievermogen,488218,491550,0,515624,505875
2016,O,XIII,Economische Zaken,13,Een excellent ondernemingsklimaat,61952,61609,0,63602,56243
2016,U,XIII,Economische Zaken,13,Een excellent ondernemingsklimaat,265666,264069,0,286111,278569
2016,V,XIII,Economische Zaken,13,Een excellent ondernemingsklimaat,1836610,2601713,0,2617699,1063313
2016,O,XIII,Economische Zaken,14,Een doelmatige en duurzame energievoorziening,6386411,2789411,0,2779028,2546908
2016,U,XIII,Economische Zaken,14,Een doelmatige en duurzame energievoorziening,1830326,1885866,0,1873326,1824624
2016,V,XIII,Economische Zaken,14,Een doelmatige en duurzame energievoorziening,5442919,18573859,0,14788539,17514501
2016,U,XIII,Economische Zaken,15,Meerjarenprogramma Nationaal Coördinator Groningen,0,98900,0,80441,8470
2016,V,XIII,Economische Zaken,15,Meerjarenprogramma Nationaal Coördinator Groningen,0,98900,0,80441,23005
2016,O,XIII,Economische Zaken,16,"Een concurr., duurz.en veilige agro-, viss.- en voedeselket.",64078,55055,0,133522,136431
2016,U,XIII,Economische Zaken,16,"Een concurr., duurz.en veilige agro-, viss.- en voedeselket.",544121,549232,0,655836,642217
2016,V,XIII,Economische Zaken,16,"Een concurr., duurz.en veilige agro-, viss.- en voedeselket.",636548,649747,0,757447,673900
2016,O,XIII,Economische Zaken,17,Groen onderwijs van hoge kwaliteit,75,75,0,75,299
2016,U,XIII,Economische Zaken,17,Groen onderwijs van hoge kwaliteit,796001,793336,0,804441,809103
2016,V,XIII,Economische Zaken,17,Groen onderwijs van hoge kwaliteit,842665,840000,0,851047,822287
2016,O,XIII,Economische Zaken,18,"Natuur, regio en ruimte",100957,119257,0,131020,130688
2016,U,XIII,Economische Zaken,18,"Natuur, regio en ruimte",210728,201126,0,197333,222060
2016,V,XIII,Economische Zaken,18,"Natuur, regio en ruimte",151579,145398,0,157571,195169
2016,O,XIII,Economische Zaken,19,Toekomstfonds,32088,130888,0,119254,138848
2016,U,XIII,Economische Zaken,19,Toekomstfonds,164741,324100,0,250980,125418
2016,V,XIII,Economische Zaken,19,Toekomstfonds,158184,304330,0,306258,166591
2016,O,XIII,Economische Zaken,40,Apparaat,32526,33976,0,29331,27742
2016,U,XIII,Economische Zaken,40,Apparaat,380243,368485,0,416166,423578
2016,V,XIII,Economische Zaken,40,Apparaat,380243,368485,0,416166,423578
2016,U,XIII,Economische Zaken,41,Nominaal en onvoorzien,0,97983,0,0,0
2016,V,XIII,Economische Zaken,41,Nominaal en onvoorzien,0,97983,0,0,0
2016,O,XV,Sociale Zaken en Werkgelegenheid,1,Arbeidsmarkt,29636,29636,0,20103,24552
2016,U,XV,Sociale Zaken en Werkgelegenheid,1,Arbeidsmarkt,21233,22275,0,22877,19385
2016,V,XV,Sociale Zaken en Werkgelegenheid,1,Arbeidsmarkt,21333,22375,0,22977,20914
2016,O,XV,Sociale Zaken en Werkgelegenheid,2,"Bijstand, Participatiewet en Toeslagenwet",3475,26405,0,58809,55901
2016,U,XV,Sociale Zaken en Werkgelegenheid,2,"Bijstand, Participatiewet en Toeslagenwet",6611078,6561091,0,6709211,6626117
2016,V,XV,Sociale Zaken en Werkgelegenheid,2,"Bijstand, Participatiewet en Toeslagenwet",6435802,6467938,0,6632463,6543926
2016,U,XV,Sociale Zaken en Werkgelegenheid,3,Arbeidsongeschiktheid,765,739,0,753,682
2016,V,XV,Sociale Zaken en Werkgelegenheid,3,Arbeidsongeschiktheid,765,739,0,753,682
2016,U,XV,Sociale Zaken en Werkgelegenheid,4,Jonggehandicapten,3174376,3178286,0,3274181,3274182
2016,V,XV,Sociale Zaken en Werkgelegenheid,4,Jonggehandicapten,3174376,3178286,0,3274181,3274182
2016,U,XV,Sociale Zaken en Werkgelegenheid,5,Werkloosheid,66620,67366,0,57069,56986
2016,V,XV,Sociale Zaken en Werkgelegenheid,5,Werkloosheid,66620,67366,0,57069,57069
2016,O,XV,Sociale Zaken en Werkgelegenheid,6,Ziekte en zwangerschap,0,428,0,428,429
2016,U,XV,Sociale Zaken en Werkgelegenheid,6,Ziekte en zwangerschap,7416,7651,0,7269,6246
2016,V,XV,Sociale Zaken en Werkgelegenheid,6,Ziekte en zwangerschap,7416,7651,0,7269,6246
2016,O,XV,Sociale Zaken en Werkgelegenheid,7,Kinderopvang,1432185,1495030,0,1475483,1490499
2016,U,XV,Sociale Zaken en Werkgelegenheid,7,Kinderopvang,2365471,2406543,0,2430663,2406838
2016,V,XV,Sociale Zaken en Werkgelegenheid,7,Kinderopvang,2365471,2406543,0,2430663,2410340
2016,O,XV,Sociale Zaken en Werkgelegenheid,8,Oudedagsvoorziening,0,2123,0,2123,2124
2016,U,XV,Sociale Zaken en Werkgelegenheid,8,Oudedagsvoorziening,40014,23885,0,24266,24118
2016,V,XV,Sociale Zaken en Werkgelegenheid,8,Oudedagsvoorziening,40014,23885,0,24266,24118
2016,U,XV,Sociale Zaken en Werkgelegenheid,9,Nabestaanden,1083,1178,0,1199,1072
2016,V,XV,Sociale Zaken en Werkgelegenheid,9,Nabestaanden,1083,1178,0,1199,1072
2016,O,XV,Sociale Zaken en Werkgelegenheid,10,Tegemoetkoming ouders,239915,260026,0,264162,261245
2016,U,XV,Sociale Zaken en Werkgelegenheid,10,Tegemoetkoming ouders,5329468,5422990,0,5464001,5468559
2016,V,XV,Sociale Zaken en Werkgelegenheid,10,Tegemoetkoming ouders,5329468,5422990,0,5464001,5468559
2016,O,XV,Sociale Zaken en Werkgelegenheid,11,Uitvoeringskosten,0,16320,0,16320,16367
2016,U,XV,Sociale Zaken en Werkgelegenheid,11,Uitvoeringskosten,458267,424165,0,435187,433006
2016,V,XV,Sociale Zaken en Werkgelegenheid,11,Uitvoeringskosten,458267,424165,0,435187,433006
2016,O,XV,Sociale Zaken en Werkgelegenheid,12,Rijksbijdragen,0,0,0,1745,1747
2016,U,XV,Sociale Zaken en Werkgelegenheid,12,Rijksbijdragen,13147314,13198141,0,12806405,12806406
2016,V,XV,Sociale Zaken en Werkgelegenheid,12,Rijksbijdragen,13147314,13198141,0,12806405,12806406
2016,O,XV,Sociale Zaken en Werkgelegenheid,13,Integratie en maatschappelijke samenhang,800,800,0,3570,4727
2016,U,XV,Sociale Zaken en Werkgelegenheid,13,Integratie en maatschappelijke samenhang,144278,277115,0,248743,250574
2016,V,XV,Sociale Zaken en Werkgelegenheid,13,Integratie en maatschappelijke samenhang,144278,277115,0,252743,278628
2016,O,XV,Sociale Zaken en Werkgelegenheid,96,Apparaat,17996,18729,0,15088,13563
2016,U,XV,Sociale Zaken en Werkgelegenheid,96,Apparaat,262254,278106,0,263766,255510
2016,V,XV,Sociale Zaken en Werkgelegenheid,96,Apparaat,261914,277766,0,263426,252321
2016,O,XV,Sociale Zaken en Werkgelegenheid,97,Aflopende regelingen,0,0,0,13,13
2016,O,XV,Sociale Zaken en Werkgelegenheid,98,Algemeen,0,0,0,708,798
2016,U,XV,Sociale Zaken en Werkgelegenheid,98,Algemeen,47231,40987,0,38978,34334
2016,V,XV,Sociale Zaken en Werkgelegenheid,98,Algemeen,47231,40385,0,40184,36414
2016,U,XV,Sociale Zaken en Werkgelegenheid,99,Nominaal en onvoorzien,90282,318994,0,5000,0
2016,V,XV,Sociale Zaken en Werkgelegenheid,99,Nominaal en onvoorzien,90282,318994,0,5000,0
2016,O,XVI,"Volksgezondheid, Welzijn en Sport",1,Volksgezondheid,10903,7403,0,17203,16001
2016,U,XVI,"Volksgezondheid, Welzijn en Sport",1,Volksgezondheid,614456,605765,0,596050,595127
2016,V,XVI,"Volksgezondheid, Welzijn en Sport",1,Volksgezondheid,608239,597337,0,593375,600651
2016,O,XVI,"Volksgezondheid, Welzijn en Sport",2,Curatieve zorg,60955,60955,0,84627,152126
2016,U,XVI,"Volksgezondheid, Welzijn en Sport",2,Curatieve zorg,4187157,4235195,0,4193849,4236316
2016,V,XVI,"Volksgezondheid, Welzijn en Sport",2,Curatieve zorg,4097613,288763,0,3644025,3640438
2016,O,XVI,"Volksgezondheid, Welzijn en Sport",3,Langdurige zorg en ondersteuning,3441,3441,0,39033,31887
2016,U,XVI,"Volksgezondheid, Welzijn en Sport",3,Langdurige zorg en ondersteuning,3644801,3735209,0,3714721,3708112
2016,V,XVI,"Volksgezondheid, Welzijn en Sport",3,Langdurige zorg en ondersteuning,3643306,368014,0,3796226,3783240
2016,O,XVI,"Volksgezondheid, Welzijn en Sport",4,Zorgbreed beleid,4858,4858,0,8972,11375
2016,U,XVI,"Volksgezondheid, Welzijn en Sport",4,Zorgbreed beleid,871197,947136,0,910222,879449
2016,V,XVI,"Volksgezondheid, Welzijn en Sport",4,Zorgbreed beleid,829432,775215,0,885951,937310
2016,O,XVI,"Volksgezondheid, Welzijn en Sport",5,Jeugd,82508,82508,0,39208,42192
2016,U,XVI,"Volksgezondheid, Welzijn en Sport",5,Jeugd,126154,211131,0,115657,97631
2016,V,XVI,"Volksgezondheid, Welzijn en Sport",5,Jeugd,126154,211131,0,115657,120532
2016,O,XVI,"Volksgezondheid, Welzijn en Sport",6,Sport en bewegen,740,740,0,740,312
2016,U,XVI,"Volksgezondheid, Welzijn en Sport",6,Sport en bewegen,128813,65798,0,65878,65225
2016,V,XVI,"Volksgezondheid, Welzijn en Sport",6,Sport en bewegen,106757,42272,0,67247,58865
2016,O,XVI,"Volksgezondheid, Welzijn en Sport",7,Oorlogsgetroffenen en Herinneringen Tweede Wereldoorlog,901,901,0,5013,4820
2016,U,XVI,"Volksgezondheid, Welzijn en Sport",7,Oorlogsgetroffenen en Herinneringen Tweede Wereldoorlog,290109,310109,0,308000,307376
2016,V,XVI,"Volksgezondheid, Welzijn en Sport",7,Oorlogsgetroffenen en Herinneringen Tweede Wereldoorlog,290109,40901,0,38792,37118
2016,O,XVI,"Volksgezondheid, Welzijn en Sport",8,Tegemoetkoming specifieke kosten,0,0,0,0,723082
2016,U,XVI,"Volksgezondheid, Welzijn en Sport",8,Tegemoetkoming specifieke kosten,4432332,4405087,0,4261057,4980306
2016,V,XVI,"Volksgezondheid, Welzijn en Sport",8,Tegemoetkoming specifieke kosten,4432332,4405087,0,4261057,4980306
2016,O,XVI,"Volksgezondheid, Welzijn en Sport",9,Algemeen,0,0,0,283,597
2016,U,XVI,"Volksgezondheid, Welzijn en Sport",9,Algemeen,27336,29690,0,25449,21399
2016,V,XVI,"Volksgezondheid, Welzijn en Sport",9,Algemeen,27336,29690,0,25449,18689
2016,O,XVI,"Volksgezondheid, Welzijn en Sport",10,Apparaatsuitgaven,5357,24381,0,34797,28887
2016,U,XVI,"Volksgezondheid, Welzijn en Sport",10,Apparaatsuitgaven,249168,288750,0,317562,301658
2016,V,XVI,"Volksgezondheid, Welzijn en Sport",10,Apparaatsuitgaven,249153,288709,0,317521,310814
2016,O,XVI,"Volksgezondheid, Welzijn en Sport",11,Nominaal en Onvoorzien,5000,5000,0,0,0
2016,U,XVI,"Volksgezondheid, Welzijn en Sport",11,Nominaal en Onvoorzien,-15009,-12808,0,782,0
2016,V,XVI,"Volksgezondheid, Welzijn en Sport",11,Nominaal en Onvoorzien,-14967,-12766,0,824,0
2016,O,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,41,Duurzame handel en investeringen,23463,93032,0,93532,80289
2016,U,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,41,Duurzame handel en investeringen,582187,514429,0,468828,460226
2016,V,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,41,Duurzame handel en investeringen,325230,362137,0,478030,387733
2016,U,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,42,"Duurzame ontwikkeling, voedselzekerheid en water",632320,643256,0,641724,648529
2016,V,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,42,"Duurzame ontwikkeling, voedselzekerheid en water",439033,736239,0,781859,531813
2016,U,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,43,Sociale vooruitgang,847642,854286,0,803170,755624
2016,V,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,43,Sociale vooruitgang,572209,950714,0,978595,784186
2016,U,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,44,Vrede en veiligheid voor ontwikkeling,544571,894080,0,913128,785542
2016,V,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,44,Vrede en veiligheid voor ontwikkeling,543709,931877,0,1020732,805432
2016,O,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,45,Versterkte kaders voor ontwikkeling,164737,164737,0,173737,172186
